Tipo de Venta,Centro de Operaciones,Nro Documento,Fecha,Total
EVENTO RS,103,FV-00178376,2/04/2019,8453
EVENTO RS,103,FV-00178377,2/04/2019,471576
EVENTO RS,103,FV-00178378,2/04/2019,10386
EVENTO RS,103,FV-00178379,2/04/2019,5075
EVENTO RS,103,FV-00178380,2/04/2019,4710
EVENTO RS,103,FV-00178381,2/04/2019,117360
EVENTO RS,103,FV-00178382,2/04/2019,64800
EVENTO RS,103,FV-00178383,2/04/2019,522
EVENTO RS,103,FV-00178384,2/04/2019,5739
EVENTO RS,103,FV-00178386,2/04/2019,6363
EVENTO RS,103,FV-00178387,2/04/2019,1270080
EVENTO RS,103,FV-00178388,2/04/2019,1946
EVENTO RS,103,FV-00178389,2/04/2019,306090
EVENTO RS,103,FV-00178390,2/04/2019,630
EVENTO RS,103,FV-00178391,2/04/2019,343550
EVENTO RS,103,FV-00178392,2/04/2019,4817561
EVENTO RS,103,FV-00178393,2/04/2019,19170
EVENTO RS,103,FV-00178394,2/04/2019,8220
EVENTO RS,103,FV-00178395,2/04/2019,13984
EVENTO RS,103,FV-00178397,2/04/2019,13284
EVENTO RS,103,FV-00178398,2/04/2019,76590
EVENTO RS,103,FV-00178399,2/04/2019,5068
EVENTO RS,103,FV-00178400,2/04/2019,2547
EVENTO RS,103,FV-00178401,2/04/2019,1921
EVENTO RS,103,FV-00178402,2/04/2019,840
EVENTO RS,103,FV-00178403,2/04/2019,900
EVENTO RS,103,FV-00178404,2/04/2019,2127
EVENTO RS,103,FV-00178405,2/04/2019,5574
EVENTO RS,103,FV-00178409,2/04/2019,1800
EVENTO RS,103,FV-00178412,2/04/2019,4896
EVENTO RS,103,FV-00178414,2/04/2019,1946
EVENTO RS,103,FV-00178415,2/04/2019,8250
EVENTO RS,103,FV-00178416,2/04/2019,1589
EVENTO RS,103,FV-00178417,2/04/2019,6556000
EVENTO RS,103,FV-00178418,2/04/2019,6377
EVENTO RS,103,FV-00178421,2/04/2019,531949
EVENTO RS,103,FV-00178422,2/04/2019,176520
EVENTO RS,103,FV-00178423,2/04/2019,4754
EVENTO RS,103,FV-00178424,2/04/2019,12560
EVENTO RS,103,FV-00178425,2/04/2019,5574
EVENTO RS,103,FV-00178428,2/04/2019,10432
EVENTO RS,103,FV-00178429,2/04/2019,120330
EVENTO RS,103,FV-00178430,3/04/2019,2597556
EVENTO RS,103,FV-00178431,3/04/2019,8748
EVENTO RS,103,FV-00178432,3/04/2019,8903
EVENTO RS,103,FV-00178433,3/04/2019,3759
EVENTO RS,103,FV-00178434,3/04/2019,3840
EVENTO RS,103,FV-00178435,3/04/2019,63462
EVENTO RS,103,FV-00178437,3/04/2019,1160
EVENTO RS,103,FV-00178438,3/04/2019,8000
EVENTO RS,103,FV-00178440,3/04/2019,494664
EVENTO RS,103,FV-00178441,3/04/2019,143640
EVENTO RS,103,FV-00178442,3/04/2019,47799
EVENTO RS,103,FV-00178443,3/04/2019,177708
EVENTO RS,103,FV-00178444,3/04/2019,15660
EVENTO RS,103,FV-00178445,3/04/2019,33630
EVENTO RS,103,FV-00178446,3/04/2019,33194
EVENTO RS,103,FV-00178447,3/04/2019,630
EVENTO RS,103,FV-00178449,3/04/2019,15360
EVENTO RS,103,FV-00178450,3/04/2019,2725
EVENTO RS,103,FV-00178452,3/04/2019,17804
EVENTO RS,103,FV-00178453,3/04/2019,23007
EVENTO RS,103,FV-00178454,3/04/2019,8970
EVENTO RS,103,FV-00178455,3/04/2019,7962
EVENTO RS,103,FV-00178456,3/04/2019,521100
EVENTO RS,103,FV-00178457,3/04/2019,15364
EVENTO RS,103,FV-00178458,3/04/2019,20010
EVENTO RS,103,FV-00178459,3/04/2019,27370
EVENTO RS,103,FV-00178460,3/04/2019,163010
EVENTO RS,103,FV-00178461,3/04/2019,836628
EVENTO RS,103,FV-00178462,3/04/2019,29324
EVENTO RS,103,FV-00178464,3/04/2019,12309
EVENTO RS,103,FV-00178465,3/04/2019,103344
EVENTO RS,103,FV-00178466,3/04/2019,206220
EVENTO RS,103,FV-00178467,3/04/2019,10395
EVENTO RS,103,FV-00178468,3/04/2019,10320
EVENTO RS,103,FV-00178469,3/04/2019,120330
EVENTO RS,103,FV-00178470,3/04/2019,1736
EVENTO RS,103,FV-00178472,3/04/2019,9008
EVENTO RS,103,FV-00178473,3/04/2019,12760
EVENTO RS,103,FV-00178474,3/04/2019,2982
EVENTO RS,103,FV-00178475,3/04/2019,13500
EVENTO RS,103,FV-00178476,3/04/2019,31940
EVENTO RS,103,FV-00178477,3/04/2019,2844358
EVENTO RS,103,FV-00178478,3/04/2019,4640
EVENTO RS,103,FV-00178479,3/04/2019,90060
EVENTO RS,103,FV-00178480,3/04/2019,6380
EVENTO RS,103,FV-00178481,3/04/2019,27240
EVENTO RS,103,FV-00178482,3/04/2019,94800
EVENTO RS,103,FV-00178483,3/04/2019,114600
EVENTO RS,103,FV-00178484,3/04/2019,12330
EVENTO RS,103,FV-00178485,3/04/2019,26800
EVENTO RS,103,FV-00178487,3/04/2019,6482
EVENTO RS,103,FV-00178488,3/04/2019,576180
EVENTO RS,103,FV-00178489,3/04/2019,100200
EVENTO RS,103,FV-00178490,3/04/2019,8640
EVENTO RS,103,FV-00178491,3/04/2019,110160
EVENTO RS,103,FV-00178492,3/04/2019,2691
EVENTO RS,103,FV-00178493,3/04/2019,23007
EVENTO RS,103,FV-00178494,3/04/2019,3387
EVENTO RS,103,FV-00178495,3/04/2019,51900
EVENTO RS,103,FV-00178496,3/04/2019,15390
EVENTO RS,103,FV-00178497,3/04/2019,43700
EVENTO RS,103,FV-00178498,3/04/2019,4905
EVENTO RS,103,FV-00178501,3/04/2019,22500
EVENTO RS,103,FV-00178502,3/04/2019,99400
EVENTO RS,103,FV-00178503,3/04/2019,19185
EVENTO RS,103,FV-00178504,3/04/2019,4420
EVENTO RS,103,FV-00178505,3/04/2019,7503
EVENTO RS,103,FV-00178507,3/04/2019,27370
EVENTO RS,103,FV-00178508,3/04/2019,160860
EVENTO RS,103,FV-00178509,3/04/2019,489558
EVENTO RS,103,FV-00178511,3/04/2019,43242
EVENTO RS,103,FV-00178512,3/04/2019,40110
EVENTO RS,103,FV-00178513,3/04/2019,11046
EVENTO RS,103,FV-00178514,3/04/2019,608760
EVENTO RS,103,FV-00178515,3/04/2019,17820
EVENTO RS,103,FV-00178516,3/04/2019,116687
EVENTO RS,103,FV-00178517,3/04/2019,171540
EVENTO RS,103,FV-00178518,3/04/2019,1629
EVENTO RS,103,FV-00178519,3/04/2019,8600
EVENTO RS,103,FV-00178520,3/04/2019,66168
EVENTO RS,103,FV-00178521,3/04/2019,410400
EVENTO RS,103,FV-00178522,3/04/2019,4863
EVENTO RS,103,FV-00178523,3/04/2019,31247
EVENTO RS,103,FV-00178525,3/04/2019,4500
EVENTO RS,103,FV-00178526,3/04/2019,9300
EVENTO RS,103,FV-00178527,3/04/2019,25470
EVENTO RS,103,FV-00178528,3/04/2019,2260
EVENTO RS,103,FV-00178529,3/04/2019,9360
EVENTO RS,103,FV-00178530,3/04/2019,16440
EVENTO RS,103,FV-00178532,3/04/2019,271080
EVENTO RS,103,FV-00178533,3/04/2019,10190
EVENTO RS,103,FV-00178534,3/04/2019,439200
EVENTO RS,103,FV-00178535,3/04/2019,3760
EVENTO RS,103,FV-00178536,3/04/2019,13100
EVENTO RS,103,FV-00178537,3/04/2019,19140
EVENTO RS,103,FV-00178539,3/04/2019,13543
EVENTO RS,103,FV-00178540,3/04/2019,35190
EVENTO RS,103,FV-00178542,3/04/2019,1740
EVENTO RS,103,FV-00178544,3/04/2019,9576
EVENTO RS,103,FV-00178545,3/04/2019,6480
EVENTO RS,103,FV-00178546,3/04/2019,108834
EVENTO RS,103,FV-00178548,3/04/2019,140490
EVENTO RS,103,FV-00178550,3/04/2019,3538
EVENTO RS,103,FV-00178551,3/04/2019,4007
EVENTO RS,103,FV-00178553,3/04/2019,16618
EVENTO RS,103,FV-00178554,3/04/2019,131434
EVENTO RS,103,FV-00178555,3/04/2019,8760
EVENTO RS,103,FV-00178556,3/04/2019,22509
EVENTO RS,103,FV-00178559,3/04/2019,38352
EVENTO RS,103,FV-00178560,3/04/2019,278127
EVENTO RS,103,FV-00178561,3/04/2019,86380
EVENTO RS,103,FV-00178562,3/04/2019,11584
EVENTO RS,103,FV-00178563,3/04/2019,11340
EVENTO RS,103,FV-00178564,3/04/2019,1800
EVENTO RS,103,FV-00178566,3/04/2019,28280
EVENTO RS,103,FV-00178567,3/04/2019,6594
EVENTO RS,103,FV-00178568,3/04/2019,1484
EVENTO RS,103,FV-00178569,3/04/2019,8220
EVENTO RS,103,FV-00178570,3/04/2019,1290
EVENTO RS,103,FV-00178571,3/04/2019,19372
EVENTO RS,103,FV-00178572,3/04/2019,28182
EVENTO RS,103,FV-00178573,3/04/2019,6320
EVENTO RS,103,FV-00178574,3/04/2019,15390
EVENTO RS,103,FV-00178576,3/04/2019,78208
EVENTO RS,103,FV-00178579,3/04/2019,15930
EVENTO RS,103,FV-00178580,3/04/2019,107784
EVENTO RS,103,FV-00178583,3/04/2019,48696
EVENTO RS,103,FV-00178584,3/04/2019,5340
EVENTO RS,103,FV-00178585,3/04/2019,24720
EVENTO RS,103,FV-00178586,3/04/2019,3945
EVENTO RS,103,FV-00178589,3/04/2019,18720
EVENTO RS,103,FV-00178591,3/04/2019,6629
EVENTO RS,103,FV-00178592,3/04/2019,12420
EVENTO RS,103,FV-00178593,3/04/2019,91515
EVENTO RS,103,FV-00178594,3/04/2019,16424
EVENTO RS,103,FV-00178595,3/04/2019,11858
EVENTO RS,103,FV-00178596,3/04/2019,50148
EVENTO RS,103,FV-00178597,3/04/2019,7708
EVENTO RS,103,FV-00178598,3/04/2019,25311
EVENTO RS,103,FV-00178599,3/04/2019,52200
EVENTO RS,103,FV-00178600,3/04/2019,8700
EVENTO RS,103,FV-00178601,3/04/2019,38387
EVENTO RS,103,FV-00178602,3/04/2019,95100
EVENTO RS,103,FV-00178603,3/04/2019,16812
EVENTO RS,103,FV-00178604,3/04/2019,36720
EVENTO RS,103,FV-00178605,3/04/2019,960
EVENTO RS,103,FV-00178607,3/04/2019,89870
EVENTO RS,103,FV-00178608,3/04/2019,57528
EVENTO RS,103,FV-00178609,3/04/2019,37791
EVENTO RS,103,FV-00178610,3/04/2019,1680
EVENTO RS,103,FV-00178611,3/04/2019,42064
EVENTO RS,103,FV-00178613,3/04/2019,319399
EVENTO RS,103,FV-00178614,3/04/2019,4900
EVENTO RS,103,FV-00178615,3/04/2019,52200
EVENTO RS,103,FV-00178617,3/04/2019,10274
EVENTO RS,103,FV-00178618,3/04/2019,22957
EVENTO RS,103,FV-00178619,3/04/2019,11820
EVENTO RS,103,FV-00178620,3/04/2019,9750
EVENTO RS,103,FV-00178621,3/04/2019,16160
EVENTO RS,103,FV-00178622,3/04/2019,69210
EVENTO RS,103,FV-00178623,3/04/2019,8460
EVENTO RS,103,FV-00178624,3/04/2019,15780
EVENTO RS,103,FV-00178627,3/04/2019,47799
EVENTO RS,103,FV-00178628,3/04/2019,3150
EVENTO RS,103,FV-00178629,3/04/2019,176008
EVENTO RS,103,FV-00178630,3/04/2019,3772
EVENTO RS,103,FV-00178631,3/04/2019,874
EVENTO RS,103,FV-00178632,3/04/2019,4374
EVENTO RS,103,FV-00178633,3/04/2019,6600
EVENTO RS,103,FV-00178634,3/04/2019,15390
EVENTO RS,103,FV-00178635,3/04/2019,3390
EVENTO RS,103,FV-00178636,3/04/2019,35515
EVENTO RS,103,FV-00178637,3/04/2019,1592
EVENTO RS,103,FV-00178638,3/04/2019,9660
EVENTO RS,103,FV-00178639,3/04/2019,3180
EVENTO RS,103,FV-00178640,3/04/2019,7420
EVENTO RS,103,FV-00178641,3/04/2019,49228
EVENTO RS,103,FV-00178642,3/04/2019,55260
EVENTO RS,103,FV-00178643,3/04/2019,309745
EVENTO RS,103,FV-00178644,3/04/2019,4320
EVENTO RS,103,FV-00178645,3/04/2019,1680
EVENTO RS,103,FV-00178646,3/04/2019,171900
EVENTO RS,103,FV-00178647,3/04/2019,9480
EVENTO RS,103,FV-00178648,3/04/2019,39817
EVENTO RS,103,FV-00178649,3/04/2019,267084
EVENTO RS,103,FV-00178650,3/04/2019,225420
EVENTO RS,103,FV-00178652,3/04/2019,1246
EVENTO RS,103,FV-00178653,3/04/2019,4458
EVENTO RS,103,FV-00178654,3/04/2019,16160
EVENTO RS,103,FV-00178655,3/04/2019,620
EVENTO RS,103,FV-00178657,3/04/2019,363816
EVENTO RS,103,FV-00178659,3/04/2019,38070
EVENTO RS,103,FV-00178660,3/04/2019,6479
EVENTO RS,103,FV-00178661,3/04/2019,58041
EVENTO RS,103,FV-00178662,3/04/2019,146400
EVENTO RS,103,FV-00178664,3/04/2019,44940
EVENTO RS,103,FV-00178665,3/04/2019,32151
EVENTO RS,103,FV-00178666,3/04/2019,24348
EVENTO RS,103,FV-00178667,3/04/2019,55242
EVENTO RS,103,FV-00178669,3/04/2019,13068
EVENTO RS,103,FV-00178670,3/04/2019,19680
EVENTO RS,103,FV-00178671,3/04/2019,26400
EVENTO RS,103,FV-00178672,3/04/2019,47799
EVENTO RS,103,FV-00178673,3/04/2019,17280
EVENTO RS,103,FV-00178674,3/04/2019,27600
EVENTO RS,103,FV-00178676,3/04/2019,48000
EVENTO RS,103,FV-00178677,3/04/2019,15168
EVENTO RS,103,FV-00178678,3/04/2019,273240
EVENTO RS,103,FV-00178679,3/04/2019,85950
EVENTO RS,103,FV-00178683,3/04/2019,2820
EVENTO RS,103,FV-00178685,3/04/2019,22752
EVENTO RS,103,FV-00178686,3/04/2019,9540
EVENTO RS,103,FV-00178687,3/04/2019,7764
EVENTO RS,103,FV-00178688,3/04/2019,4050
EVENTO RS,103,FV-00178689,3/04/2019,38280
EVENTO RS,103,FV-00178690,3/04/2019,1740
EVENTO RS,103,FV-00178691,3/04/2019,6780
EVENTO RS,103,FV-00178692,3/04/2019,16440
EVENTO RS,103,FV-00178693,3/04/2019,15900
EVENTO RS,103,FV-00178694,3/04/2019,84771
EVENTO RS,103,FV-00178696,3/04/2019,522972
EVENTO RS,103,FV-00178697,3/04/2019,19530
EVENTO RS,103,FV-00178699,3/04/2019,1800
EVENTO RS,103,FV-00178700,3/04/2019,67230
EVENTO RS,103,FV-00178701,3/04/2019,3840
EVENTO RS,103,FV-00178703,3/04/2019,19324
EVENTO RS,103,FV-00178704,3/04/2019,2954
EVENTO RS,103,FV-00178705,3/04/2019,7448
EVENTO RS,103,FV-00178706,3/04/2019,24660
EVENTO RS,103,FV-00178707,3/04/2019,51104
EVENTO RS,103,FV-00178708,3/04/2019,29031
EVENTO RS,103,FV-00178709,3/04/2019,163272
EVENTO RS,103,FV-00178711,3/04/2019,8496
EVENTO RS,103,FV-00178712,3/04/2019,9540
EVENTO RS,103,FV-00178713,3/04/2019,7920
EVENTO RS,103,FV-00178714,3/04/2019,70724
EVENTO RS,103,FV-00178715,3/04/2019,22800
EVENTO RS,103,FV-00178716,3/04/2019,178333
EVENTO RS,103,FV-00178717,3/04/2019,6210
EVENTO RS,103,FV-00178718,3/04/2019,5560
EVENTO RS,103,FV-00178719,3/04/2019,9584
EVENTO RS,103,FV-00178720,3/04/2019,8121
EVENTO RS,103,FV-00178721,3/04/2019,14820
EVENTO RS,103,FV-00178722,3/04/2019,1803
EVENTO RS,103,FV-00178723,3/04/2019,26220
EVENTO RS,103,FV-00178724,3/04/2019,5110
EVENTO RS,103,FV-00178725,3/04/2019,26275
EVENTO RS,103,FV-00178726,3/04/2019,54789
EVENTO RS,103,FV-00178727,3/04/2019,18837
EVENTO RS,103,FV-00178729,3/04/2019,32040
EVENTO RS,103,FV-00178730,3/04/2019,12597
EVENTO RS,103,FV-00178731,3/04/2019,13920
EVENTO RS,103,FV-00178732,3/04/2019,216912
EVENTO RS,103,FV-00178733,3/04/2019,4632
EVENTO RS,103,FV-00178734,3/04/2019,14610
EVENTO RS,103,FV-00178735,3/04/2019,9660
EVENTO RS,103,FV-00178736,3/04/2019,7764
EVENTO RS,103,FV-00178737,3/04/2019,50850
EVENTO RS,103,FV-00178739,3/04/2019,39748
EVENTO RS,103,FV-00178740,3/04/2019,10320
EVENTO RS,103,FV-00178742,3/04/2019,32571
EVENTO RS,103,FV-00178743,3/04/2019,15807
EVENTO RS,103,FV-00178744,3/04/2019,456570
EVENTO RS,103,FV-00178745,3/04/2019,176520
EVENTO RS,103,FV-00178746,3/04/2019,49075
EVENTO RS,103,FV-00178747,3/04/2019,34800
EVENTO RS,103,FV-00178748,3/04/2019,2910
EVENTO RS,103,FV-00178749,3/04/2019,3390
EVENTO RS,103,FV-00178751,3/04/2019,5620
EVENTO RS,103,FV-00178752,3/04/2019,41760
EVENTO RS,103,FV-00178753,3/04/2019,4030
EVENTO RS,103,FV-00178754,3/04/2019,1840
EVENTO RS,103,FV-00178755,3/04/2019,18720
EVENTO RS,103,FV-00178756,3/04/2019,2520
EVENTO RS,103,FV-00178757,3/04/2019,45678
EVENTO RS,103,FV-00178759,3/04/2019,7860
EVENTO RS,103,FV-00178760,3/04/2019,40135
EVENTO RS,103,FV-00178762,3/04/2019,3030
EVENTO RS,103,FV-00178764,3/04/2019,54619
EVENTO RS,103,FV-00178765,3/04/2019,8390
EVENTO RS,103,FV-00178767,3/04/2019,4574
EVENTO RS,103,FV-00178768,3/04/2019,5719
EVENTO RS,103,FV-00178769,3/04/2019,11148
EVENTO RS,103,FV-00178770,3/04/2019,871380
EVENTO RS,103,FV-00178771,3/04/2019,2700
EVENTO RS,103,FV-00178772,4/04/2019,192276
EVENTO RS,103,FV-00178773,4/04/2019,5880
EVENTO RS,103,FV-00178774,4/04/2019,73140
EVENTO RS,103,FV-00178778,4/04/2019,6924
EVENTO RS,103,FV-00178779,4/04/2019,67500
EVENTO RS,103,FV-00178780,4/04/2019,3510
EVENTO RS,103,FV-00178781,4/04/2019,13112000
EVENTO RS,103,FV-00178782,4/04/2019,2320
EVENTO RS,103,FV-00178783,4/04/2019,15630
EVENTO RS,103,FV-00178784,4/04/2019,66487
EVENTO RS,103,FV-00178785,4/04/2019,4440
EVENTO RS,103,FV-00178786,4/04/2019,7860
EVENTO RS,103,FV-00178788,4/04/2019,224217
EVENTO RS,103,FV-00178789,4/04/2019,16863
EVENTO RS,103,FV-00178790,4/04/2019,221040
EVENTO RS,103,FV-00178791,4/04/2019,15360
EVENTO RS,103,FV-00178792,4/04/2019,8496
EVENTO RS,103,FV-00178794,4/04/2019,182160
EVENTO RS,103,FV-00178796,4/04/2019,5750
EVENTO RS,103,FV-00178797,4/04/2019,22690
EVENTO RS,103,FV-00178798,4/04/2019,8334
EVENTO RS,103,FV-00178799,4/04/2019,201700
EVENTO RS,103,FV-00178800,4/04/2019,7958
EVENTO RS,103,FV-00178801,4/04/2019,476700
EVENTO RS,103,FV-00178802,4/04/2019,94085
EVENTO RS,103,FV-00178803,4/04/2019,12680
EVENTO RS,103,FV-00178804,4/04/2019,10080
EVENTO RS,103,FV-00178805,4/04/2019,6840
EVENTO RS,103,FV-00178806,4/04/2019,17400
EVENTO RS,103,FV-00178807,4/04/2019,6711
EVENTO RS,103,FV-00178808,4/04/2019,11520
EVENTO RS,103,FV-00178809,4/04/2019,7764
EVENTO RS,103,FV-00178811,4/04/2019,8644
EVENTO RS,103,FV-00178815,4/04/2019,57300
EVENTO RS,103,FV-00178816,4/04/2019,8795
EVENTO RS,103,FV-00178819,4/04/2019,9660
EVENTO RS,103,FV-00178820,4/04/2019,12516
EVENTO RS,103,FV-00178822,4/04/2019,5685
EVENTO RS,103,FV-00178823,4/04/2019,9196
EVENTO RS,103,FV-00178824,4/04/2019,7740
EVENTO RS,103,FV-00178825,4/04/2019,4860
EVENTO RS,103,FV-00178826,4/04/2019,3217
EVENTO RS,103,FV-00178828,4/04/2019,735
EVENTO RS,103,FV-00178830,4/04/2019,33192
EVENTO RS,103,FV-00178833,4/04/2019,6885
EVENTO RS,103,FV-00178834,4/04/2019,4880
EVENTO RS,103,FV-00178835,4/04/2019,3500
EVENTO RS,103,FV-00178836,4/04/2019,6363
EVENTO RS,103,FV-00178837,4/04/2019,131760
EVENTO RS,103,FV-00178838,4/04/2019,80304
EVENTO RS,103,FV-00178839,4/04/2019,40500
EVENTO RS,103,FV-00178841,4/04/2019,87333
EVENTO RS,103,FV-00178842,4/04/2019,3690
EVENTO RS,103,FV-00178844,4/04/2019,3945
EVENTO RS,103,FV-00178845,4/04/2019,4377600
EVENTO RS,103,FV-00178846,4/04/2019,8280
EVENTO RS,103,FV-00178847,4/04/2019,2250
EVENTO RS,103,FV-00178849,4/04/2019,47811
EVENTO RS,103,FV-00178850,4/04/2019,42400
EVENTO RS,103,FV-00178851,4/04/2019,7290
EVENTO RS,103,FV-00178852,4/04/2019,4574
EVENTO RS,103,FV-00178853,4/04/2019,17077
EVENTO RS,103,FV-00178854,4/04/2019,8766
EVENTO RS,103,FV-00178855,4/04/2019,143160
EVENTO RS,103,FV-00178856,4/04/2019,141160
EVENTO RS,103,FV-00178857,4/04/2019,43920
EVENTO RS,103,FV-00178859,4/04/2019,259728
EVENTO RS,103,FV-00178860,4/04/2019,5040
EVENTO RS,103,FV-00178861,4/04/2019,744600
EVENTO RS,103,FV-00178862,4/04/2019,37350
EVENTO RS,103,FV-00178863,4/04/2019,29970
EVENTO RS,103,FV-00178864,4/04/2019,56899
EVENTO RS,103,FV-00178865,4/04/2019,346770
EVENTO RS,103,FV-00178866,4/04/2019,17568
EVENTO RS,103,FV-00178867,4/04/2019,27370
EVENTO RS,103,FV-00178868,4/04/2019,7290
EVENTO RS,103,FV-00178869,4/04/2019,4545
EVENTO RS,103,FV-00178872,4/04/2019,12900
EVENTO RS,103,FV-00178873,4/04/2019,4920
EVENTO RS,103,FV-00178874,4/04/2019,11879
EVENTO RS,103,FV-00178875,4/04/2019,9000
EVENTO RS,103,FV-00178876,4/04/2019,15546
EVENTO RS,103,FV-00178877,4/04/2019,14700
EVENTO RS,103,FV-00178878,4/04/2019,2916
EVENTO RS,103,FV-00178879,4/04/2019,492930
EVENTO RS,103,FV-00178881,4/04/2019,2127
EVENTO RS,103,FV-00178882,4/04/2019,901440
EVENTO RS,103,FV-00178883,4/04/2019,32040
EVENTO RS,103,FV-00178884,4/04/2019,1260
EVENTO RS,103,FV-00178887,4/04/2019,1924
EVENTO RS,103,FV-00178888,4/04/2019,4374
EVENTO RS,103,FV-00178889,4/04/2019,109800
EVENTO RS,103,FV-00178890,4/04/2019,31338
EVENTO RS,103,FV-00178891,4/04/2019,4800
EVENTO RS,103,FV-00178893,4/04/2019,1862
EVENTO RS,103,FV-00178894,4/04/2019,39330
EVENTO RS,103,FV-00178895,4/04/2019,1800
EVENTO RS,103,FV-00178896,4/04/2019,226116
EVENTO RS,103,FV-00178898,4/04/2019,2595
EVENTO RS,103,FV-00178899,4/04/2019,10170
EVENTO RS,103,FV-00178900,4/04/2019,12330
EVENTO RS,103,FV-00178901,4/04/2019,6363
EVENTO RS,103,FV-00178903,4/04/2019,34800
EVENTO RS,103,FV-00178905,4/04/2019,538338
EVENTO RS,103,FV-00178906,4/04/2019,56864
EVENTO RS,103,FV-00178907,4/04/2019,55260
EVENTO RS,103,FV-00178908,4/04/2019,2520
EVENTO RS,103,FV-00178910,4/04/2019,28440
EVENTO RS,103,FV-00178911,4/04/2019,6363
EVENTO RS,103,FV-00178912,4/04/2019,71730
EVENTO RS,103,FV-00178913,4/04/2019,23870
EVENTO RS,103,FV-00178914,4/04/2019,55320
EVENTO RS,103,FV-00178915,4/04/2019,34095
EVENTO RS,103,FV-00178916,4/04/2019,57610
EVENTO RS,103,FV-00178917,4/04/2019,10717
EVENTO RS,103,FV-00178920,4/04/2019,292800
EVENTO RS,103,FV-00178921,4/04/2019,182716
EVENTO RS,103,FV-00178923,4/04/2019,12210
EVENTO RS,103,FV-00178924,4/04/2019,20880
EVENTO RS,103,FV-00178925,4/04/2019,4560
EVENTO RS,103,FV-00178926,4/04/2019,3690
EVENTO RS,103,FV-00178928,4/04/2019,2244
EVENTO RS,103,FV-00178929,4/04/2019,16050
EVENTO RS,103,FV-00178930,4/04/2019,8132
EVENTO RS,103,FV-00178931,4/04/2019,101904
EVENTO RS,103,FV-00178932,4/04/2019,3600
EVENTO RS,103,FV-00178933,4/04/2019,4211
EVENTO RS,103,FV-00178935,4/04/2019,1018190
EVENTO RS,103,FV-00178938,4/04/2019,10128
EVENTO RS,103,FV-00178941,4/04/2019,16394
EVENTO RS,103,FV-00178943,4/04/2019,918400
EVENTO RS,103,FV-00178944,4/04/2019,560658
EVENTO RS,103,FV-00178945,4/04/2019,2880
EVENTO RS,103,FV-00178946,4/04/2019,763740
EVENTO RS,103,FV-00178947,4/04/2019,11820
EVENTO RS,103,FV-00178950,4/04/2019,5340
EVENTO RS,103,FV-00178951,4/04/2019,602640
EVENTO RS,103,FV-00178952,4/04/2019,52200
EVENTO RS,103,FV-00178954,4/04/2019,3600
EVENTO RS,103,FV-00178956,4/04/2019,77208
EVENTO RS,103,FV-00178958,4/04/2019,6240
EVENTO RS,103,FV-00178959,4/04/2019,5148
EVENTO RS,103,FV-00178960,4/04/2019,28050
EVENTO RS,103,FV-00178961,4/04/2019,6480
EVENTO RS,103,FV-00178962,4/04/2019,5400
EVENTO RS,103,FV-00178963,4/04/2019,7320
EVENTO RS,103,FV-00178965,4/04/2019,12960
EVENTO RS,103,FV-00178966,4/04/2019,3690
EVENTO RS,103,FV-00178967,4/04/2019,29241
EVENTO RS,103,FV-00178968,4/04/2019,364320
EVENTO RS,103,FV-00178969,4/04/2019,29186
EVENTO RS,103,FV-00178971,4/04/2019,1280
EVENTO RS,103,FV-00178972,4/04/2019,5340
EVENTO RS,103,FV-00178974,4/04/2019,65970
EVENTO RS,103,FV-00178975,4/04/2019,8700
EVENTO RS,103,FV-00178976,4/04/2019,8748
EVENTO RS,103,FV-00178977,4/04/2019,5700
EVENTO RS,103,FV-00178979,4/04/2019,52200
EVENTO RS,103,FV-00178980,4/04/2019,53520
EVENTO RS,103,FV-00178981,4/04/2019,3945
EVENTO RS,103,FV-00178982,4/04/2019,13800
EVENTO RS,103,FV-00178983,4/04/2019,19970
EVENTO RS,103,FV-00178984,4/04/2019,8100
EVENTO RS,103,FV-00178985,4/04/2019,159536
EVENTO RS,103,FV-00178987,4/04/2019,15168
EVENTO RS,103,FV-00178988,4/04/2019,6363
EVENTO RS,103,FV-00178990,4/04/2019,28200
EVENTO RS,103,FV-00178991,4/04/2019,47869
EVENTO RS,103,FV-00178992,4/04/2019,4880
EVENTO RS,103,FV-00178993,4/04/2019,50850
EVENTO RS,103,FV-00178994,4/04/2019,4192
EVENTO RS,103,FV-00178995,4/04/2019,77760
EVENTO RS,103,FV-00178996,4/04/2019,2127
EVENTO RS,103,FV-00178997,4/04/2019,6630
EVENTO RS,103,FV-00178998,4/04/2019,38352
EVENTO RS,103,FV-00178999,4/04/2019,12760
EVENTO RS,103,FV-00179001,4/04/2019,9540
EVENTO RS,103,FV-00179002,4/04/2019,2700
EVENTO RS,103,FV-00179003,4/04/2019,20340
EVENTO RS,103,FV-00179004,4/04/2019,5555
EVENTO RS,103,FV-00179005,4/04/2019,33540
EVENTO RS,103,FV-00179006,4/04/2019,6060
EVENTO RS,103,FV-00179007,4/04/2019,127560
EVENTO RS,103,FV-00179008,4/04/2019,12690
EVENTO RS,103,FV-00179010,4/04/2019,5074
EVENTO RS,103,FV-00179011,4/04/2019,32571
EVENTO RS,103,FV-00179012,4/04/2019,554160
EVENTO RS,103,FV-00179013,4/04/2019,12420
EVENTO RS,103,FV-00179014,4/04/2019,44040
EVENTO RS,103,FV-00179015,4/04/2019,3600
